w,x,y
6.06,-5.11,-138.76
4.71,1.66,46.59
4.88,-10.07,-237.43
4.22,-3.46,-72.9
6.46,5.12,140.17
6.07,-5.62,-150.6
6.24,-2.22,-85.58
3.64,0.96,27.15
5.67,1.39,55.83
5.43,-2.09,-70.64
7.09,-9.24,-280.75
6.22,0.6,52.54
4.06,7.58,141.58
5.48,1.45,54.08
6.3,-5.32,-149.15
7.0,5.81,170.26
5.52,9.62,235.16
4.48,-7.51,-157.9
4.65,0.17,29.19
4.46,3.56,70.37
6.16,-0.41,-57.21
3.67,4.02,65.15
5.56,11.4,293.39
5.48,-4.21,-107.78
4.97,1.74,50.99
5.64,-6.34,-157.52
4.23,-3.2,-69.2
6.07,3.65,100.45
5.13,-0.46,-45.23
4.95,11.92,290.64
5.02,1.76,52.05
3.65,1.19,29.42
3.88,-1.31,-40.87
3.82,-5.79,-106.41
6.0,6.17,154.19
6.6,5.84,160.66
4.85,-1.92,-59.75
5.1,-0.9,-49.99
4.45,-2.8,-66.51
3.7,0.45,23.21
4.25,2.79,55.51
5.4,-4.25,-106.99
3.15,-4.15,-67.29
3.54,2.9,47.53
4.62,-4.35,-94.48
4.57,-4.1,-89.22
5.18,-3.17,-83.69
5.89,-2.11,-78.02
4.36,3.44,66.76
3.76,0.71,25.94
4.35,-1.78,-51.55
3.92,-11.57,-253.85
4.83,10.27,233.85
5.59,2.52,71.73
5.91,-0.93,-60.87
4.55,6.44,126.71
5.14,3.63,82.78
6.4,-5.16,-147.66
6.11,13.85,404.45
5.3,9.65,229.57
4.75,1.2,41.38
7.36,2.47,102.59
3.88,5.49,93.66
4.47,-0.88,-42.61
3.59,-3.98,-71.27
4.53,3.25,66.51
5.47,-10.16,-258.09
3.27,-5.84,-97.1
3.05,3.95,54.9
5.15,1.13,45.35
5.01,-3.14,-80.46
6.14,-0.61,-59.57
6.17,2.77,85.97
4.34,3.72,70.97
3.31,3.96,58.85
6.14,9.13,239.08
4.69,0.73,35.38
4.69,-3.58,-82.3
5.19,4.06,91.56
5.32,-3.69,-95.16
5.59,3.2,83.22
6.13,-2.32,-85.41
4.64,5.51,108.98
5.82,2.69,78.46
5.59,3.55,89.58
7.0,-4.86,-154.57
6.76,-3.08,-110.82
4.51,-2.93,-69.41
4.4,-7.83,-163.49
4.4,9.3,193.83
5.27,-2.86,-80.07
5.28,0.01,34.08
4.83,-9.65,-223.68
5.49,-4.61,-115.87
6.18,-6.23,-167.85
5.28,0.83,43.28
4.88,-1.56,-55.4
6.02,-1.92,-77.02
6.36,5.87,155.61
7.18,-0.12,-67.32
5.48,0.16,37.84
6.24,2.31,78.97
6.04,5.0,128.0
5.75,-4.54,-119.96
4.01,3.16,57.45
5.46,-2.94,-84.48
5.68,0.78,47.72
4.55,3.67,73.49
3.99,3.6,63.61
5.1,-3.94,-95.64
3.72,-3.31,-63.44
4.34,-4.27,-88.23
4.28,8.22,162.17
2.2,0.0,10.83
5.45,-2.13,-71.55
6.6,-6.97,-198.23
3.26,-3.46,-59.18
7.23,9.29,279.05
5.03,6.57,140.52
6.06,8.93,230.55
5.27,5.06,112.79
4.31,2.07,46.68
5.43,-5.11,-125.11
5.38,-8.18,-198.1
5.32,4.11,94.98
6.32,4.81,129.93
4.22,1.21,35.47
3.72,-3.0,-59.12
5.0,-2.43,-69.15
5.1,-0.8,-48.78
3.98,-3.96,-77.05
3.97,0.64,27.28
4.75,-4.43,-98.16
4.95,6.43,135.5
4.82,6.07,124.49
5.46,1.6,55.83
4.21,-1.15,-42.81
6.1,-1.61,-73.48
4.19,1.17,34.78
4.95,6.91,146.64
6.68,6.72,185.62
5.71,2.27,69.71
3.99,-0.97,-38.55
6.36,-3.76,-116.3
3.81,0.81,27.3
4.49,4.4,85.2
4.15,-5.79,-112.86
4.77,1.72,48.1
4.32,7.78,152.23
4.35,-4.04,-84.44
4.89,2.86,65.94
4.31,4.77,88.36
2.94,8.1,127.81
6.85,0.94,66.77
4.69,6.71,136.06
5.0,9.06,203.46
5.33,4.42,101.0
4.19,5.04,91.26
5.57,-1.7,-66.89
5.07,-4.36,-102.88
4.22,3.92,72.27
4.33,-0.12,-33.79
5.06,3.49,78.98
4.55,3.29,67.43
3.41,0.11,18.4
6.27,-6.93,-188.22
4.75,2.08,52.56
4.49,-0.27,-36.68
4.03,3.77,66.89
6.04,-6.51,-171.61
4.4,7.39,145.09
3.46,-8.43,-155.16
5.78,-6.45,-163.53
5.18,-1.4,-57.29
4.41,11.25,251.22
6.08,1.49,63.26
3.96,8.33,156.95
5.05,-5.3,-121.14
4.65,6.55,131.43
5.13,2.16,59.06
3.96,-3.12,-64.08
6.95,-1.93,-92.9
4.66,0.04,28.1
5.37,-10.17,-255.51
3.97,-1.63,-45.27
5.23,3.13,75.98
5.5,-1.2,-58.93
3.57,4.66,73.71
6.0,14.0,405.89
4.23,4.71,85.88
6.09,-6.59,-174.66
4.51,2.89,60.67
5.33,2.96,74.77
5.09,9.13,208.41
5.12,-3.55,-89.17
5.59,0.0,37.24
4.38,-4.81,-98.36
4.13,7.04,130.77
6.13,0.86,54.87
4.11,2.66,51.71
4.7,4.69,94.31
5.76,11.43,301.3
5.72,-11.1,-296.84
4.18,0.41,27.09
3.0,3.06,42.76
4.86,-5.06,-112.25
5.11,4.81,104.23
5.17,-4.32,-104.15
4.59,-1.61,-52.34
5.37,-1.36,-59.37
4.56,5.46,106.24
5.79,-3.34,-97.21
5.52,5.94,137.33
3.4,-0.6,-29.97
4.53,2.09,49.91
4.54,-6.17,-128.78
4.34,10.78,234.7
6.48,-1.35,-75.31
4.81,-10.35,-243.73
5.75,0.97,51.1
5.66,-0.25,-49.04
5.44,-10.42,-265.58
4.31,-3.4,-73.36
5.23,-0.0,-41.4
4.62,-1.11,-46.85
5.56,-5.04,-126.33
6.6,6.33,173.14
5.24,-3.36,-87.84
3.82,-1.62,-43.57
6.26,-3.08,-101.25
4.19,-2.11,-53.59
4.2,0.47,27.77
4.61,2.69,59.22
4.94,3.37,75.15
5.6,2.59,73.07
4.1,-2.36,-55.8
6.88,-5.72,-172.79
4.81,4.92,100.78
5.45,-6.69,-161.52
5.07,4.33,94.34
4.72,6.39,129.6
4.13,-3.86,-77.79
5.38,3.55,85.86
4.91,-4.59,-104.29
3.56,1.15,28.26
4.78,1.51,45.59
4.83,7.08,147.98
4.75,3.32,71.12
6.45,-0.9,-67.99
4.53,-0.63,-40.59
6.17,6.83,175.04
4.17,-0.5,-35.88
6.28,8.19,215.45
3.81,-2.09,-48.78
5.83,4.69,116.61
6.91,1.68,79.84
6.55,4.79,134.62
4.27,1.58,40.26
4.31,3.61,68.75
4.99,1.64,49.92
5.7,2.18,68.16
3.66,-3.06,-59.12
4.8,-3.91,-89.83
4.12,0.4,26.43
5.4,-3.59,-94.75
3.96,-2.86,-60.52
5.11,0.09,33.07
5.6,5.17,122.15
4.59,-9.91,-224.17
4.89,7.44,158.08
5.16,-3.61,-91.06
4.96,5.58,117.05
5.43,-8.76,-215.26
4.6,-9.02,-199.44
6.0,-2.92,-93.57
7.88,1.76,98.98
4.36,-3.98,-83.67
5.98,3.78,101.3
5.45,-1.37,-60.57
3.64,0.01,19.31
3.57,-1.24,-37.1
4.99,2.29,59.06
5.54,4.35,103.84
5.39,2.6,69.83
4.38,1.14,36.57
4.97,-5.38,-121.12
5.78,-6.08,-154.72
7.44,0.27,65.4
3.96,-5.71,-107.4
5.62,8.89,216.48
6.1,13.67,397.06
5.88,-1.29,-65.43
4.09,-0.6,-36.01
4.83,9.42,208.98
4.97,6.58,139.4
5.25,-4.03,-100.09
4.41,7.76,154.22
5.39,7.37,168.88
2.33,-1.2,-26.46
3.95,8.31,156.47
3.75,4.34,71.52
5.46,10.37,256.66
4.3,-1.27,-45.06
6.39,-3.94,-120.58
4.87,4.6,95.65
4.61,6.36,126.32
7.2,0.85,70.74
3.44,6.86,112.11
3.43,3.81,58.41
3.25,-2.23,-44.05
5.96,-4.09,-115.12
6.23,-0.98,-66.1
7.6,-8.09,-260.11
3.65,2.39,42.47
4.28,-5.5,-109.64
6.3,-3.89,-117.88
3.95,-4.01,-77.38
3.47,7.71,130.93
2.9,-1.98,-37.8
6.79,-9.64,-283.93
5.12,2.95,71.21
5.22,-3.95,-98.14
3.78,-11.65,-252.12
5.45,-5.5,-133.84
4.18,1.3,36.04
4.47,-2.44,-61.79
5.7,-5.2,-132.82
5.97,5.93,147.74
5.46,-5.03,-124.04
4.1,6.33,114.8
3.63,7.0,118.94
4.14,3.12,58.7
3.69,0.12,20.51
6.97,-5.41,-167.32
4.97,5.86,123.49
5.43,0.82,45.06
5.33,7.81,178.7
3.33,13.66,294.54
5.79,5.11,124.79
4.15,11.46,249.75
4.86,0.95,39.84
4.81,0.91,38.73
4.66,8.91,190.03
4.86,7.44,157.17
5.36,-8.49,-205.88
4.13,-5.11,-99.38
4.88,5.26,108.88
5.2,6.75,148.79
1.66,-0.59,-19.05
4.82,-4.09,-93.39
4.68,0.11,28.91
5.52,-0.81,-54.12
5.16,4.86,106.31
5.53,-5.61,-138.25
5.22,3.83,87.81
5.53,1.3,52.67
5.11,-2.6,-73.34
4.86,8.08,173.56
4.51,-6.63,-138.04
3.94,2.7,50.12
6.77,3.83,118.37
6.33,8.08,213.5
4.52,-7.33,-154.22
5.82,6.22,151.07
4.35,-8.57,-180.84
4.95,-0.89,-48.09
3.4,-1.09,-34.14
6.11,-1.24,-68.0
7.1,-2.31,-102.45
6.05,6.4,161.03
6.11,-2.2,-82.98
4.84,0.74,37.06
5.37,-5.63,-134.91
5.48,-2.6,-79.2
5.61,-0.52,-51.67
4.61,-7.51,-160.86
5.71,1.75,61.63
5.31,2.16,61.75
4.44,-7.02,-145.22
4.1,0.46,26.74
4.83,-1.61,-55.54
5.31,-1.74,-63.73
4.76,-2.66,-68.98
6.42,-2.32,-90.46
6.27,-7.84,-213.2
6.08,2.89,86.45
4.87,-8.5,-192.82
6.75,-3.48,-118.67
4.47,12.23,284.88
4.55,-0.56,-40.16
4.31,8.6,172.86
3.38,-2.71,-51.13
6.82,-0.02,-60.74
3.62,-0.54,-31.36
3.56,-10.9,-223.03
4.06,-1.72,-47.47
5.17,2.59,66.16
4.08,-0.67,-36.64
4.97,0.55,36.51
5.1,-6.15,-140.56
7.1,-6.08,-187.52
3.87,-0.64,-34.29
5.36,-1.66,-63.32
4.48,1.42,40.82
3.43,-4.7,-80.02
6.72,-3.41,-116.64
4.02,2.64,50.39
4.67,1.19,40.36
3.96,-5.54,-104.24
5.13,-0.4,-44.63
3.57,5.02,79.73
6.24,7.78,202.58
6.52,-4.15,-127.88
3.9,0.98,29.86
6.81,-2.0,-91.66
6.66,-7.58,-216.79
4.28,-6.33,-126.71
4.95,-2.8,-74.07
4.93,1.04,41.65
5.72,1.44,57.17
5.79,4.68,115.43
6.18,5.7,147.13
4.88,-10.18,-241.05
4.1,4.01,71.64
4.46,1.16,37.63
4.27,0.11,25.15
5.32,-2.9,-81.57
6.0,3.34,93.27
5.36,-1.87,-66.22
4.19,1.24,35.48
4.51,-0.54,-39.54
3.9,2.49,46.9
5.36,6.08,137.04
4.21,-2.27,-56.04
6.89,-4.6,-145.91
7.43,-0.42,-75.59
5.29,0.13,35.32
4.67,0.58,33.54
5.48,-6.06,-147.18
4.7,-2.91,-71.99
5.38,1.37,51.6
4.91,-1.05,-49.55
5.14,0.69,40.0
4.51,0.41,30.13
3.95,4.66,80.11
3.94,3.18,56.7
4.7,7.05,144.18
5.46,3.84,92.39
5.64,-2.78,-84.84
5.79,-9.05,-234.29
4.48,-5.13,-106.33
4.43,2.78,57.99
4.98,4.7,99.8
4.81,-1.87,-58.67
4.75,2.57,59.65
5.71,4.39,108.12
3.88,2.03,40.97
3.69,0.85,26.61
6.14,-1.8,-76.93
4.29,-0.14,-33.7
5.85,3.25,88.72
4.25,-11.75,-270.28
5.57,7.32,172.11
4.8,-3.36,-80.62
6.63,3.43,107.07
6.01,-6.22,-163.64
4.46,-3.87,-83.49
4.45,5.9,113.0
4.45,4.2,80.8
5.07,1.84,53.76
4.28,-4.15,-85.04
6.58,1.61,73.08
4.7,3.64,75.6
3.56,-2.9,-55.69
5.73,3.51,91.39
4.48,-3.45,-76.86
4.34,0.64,30.84
5.62,-3.27,-93.17
5.95,-0.06,-50.12
5.1,0.49,37.27
5.08,-6.68,-152.26
2.52,-1.84,-32.98
5.86,-0.4,-53.25
3.22,4.82,70.72
7.36,-6.9,-217.35
5.41,10.92,272.86
4.91,-3.68,-87.82
4.3,11.96,270.49
5.18,-4.98,-117.26
4.58,-8.35,-181.13
4.5,-7.54,-158.96
4.69,1.54,44.7
5.13,4.68,102.32
3.38,1.62,31.01
3.58,0.17,20.04
5.36,3.07,77.02
3.49,-5.11,-88.05
5.25,-11.54,-296.15
5.89,-4.32,-118.28
5.39,3.28,81.19
6.76,-6.14,-180.39
4.67,-5.31,-113.63
4.87,0.73,37.39
3.56,-1.73,-41.98
5.45,-5.9,-142.82
4.25,-3.39,-72.37
4.31,2.63,54.12
3.85,1.56,35.3
5.09,1.25,46.17
6.22,1.91,72.12
4.96,-2.47,-69.15
6.3,-6.6,-180.62
4.38,-2.71,-64.41
6.7,0.96,64.71
5.73,0.18,40.94
5.71,0.38,43.07
3.9,-1.95,-48.27
5.57,-3.72,-100.33
3.72,2.86,49.29
4.84,0.59,35.43
3.5,-1.49,-38.86
6.35,-3.95,-119.92
5.36,-4.59,-112.91
4.5,-4.84,-101.28
4.64,0.47,32.16
4.98,-1.63,-57.67
5.67,3.67,93.26
5.68,-7.2,-179.98
5.47,-3.31,-91.12
6.01,-2.85,-92.4
5.85,-3.03,-92.8
2.32,2.48,29.06
3.48,2.97,47.66
4.07,-4.99,-96.22
5.56,4.43,105.84
6.49,4.78,133.0
5.79,3.92,100.23
7.0,-4.53,-146.93
4.55,-0.91,-43.8
4.89,1.0,40.66
5.1,-7.21,-165.73
5.79,-10.6,-282.64
4.15,1.82,41.63
5.4,0.2,37.32
6.25,0.7,54.3
4.72,4.66,93.95
4.83,-0.46,-41.94
5.51,-3.3,-91.55
5.57,-9.5,-241.22
5.1,7.09,154.58
6.93,3.19,108.41
5.8,-0.15,-49.32
5.73,3.87,98.11
4.5,-6.17,-127.98
7.15,2.42,97.6
4.65,-0.24,-37.91
6.12,3.86,105.59
4.37,4.49,84.65
4.82,-3.05,-75.99
4.81,-2.69,-70.31
3.0,-5.5,-86.39
4.11,1.51,37.55
7.23,-0.84,-79.17
5.49,-3.14,-88.39
5.25,5.44,120.17
5.16,4.84,106.1
5.56,-5.98,-147.37
4.72,-0.83,-44.8
6.24,3.71,104.95
4.79,-10.84,-258.12
5.06,-0.25,-42.19
6.03,-2.36,-84.38
5.18,1.24,47.22
5.34,-6.39,-151.58
5.89,-1.61,-70.22
4.88,-0.28,-40.6
5.67,-12.77,-354.37
3.63,4.86,78.12
2.86,-0.78,-27.27
5.84,-7.16,-182.98
4.98,-4.09,-96.27
4.51,0.3,29.19
5.57,-6.69,-164.13
4.58,-2.03,-57.7
5.29,3.07,75.84
4.15,2.87,55.24
5.69,-7.89,-198.5
5.97,0.19,43.95
6.11,-1.93,-78.78
6.11,-5.54,-149.67
3.62,-1.95,-44.97
4.45,1.41,40.31
6.06,-0.73,-60.06
5.63,0.6,44.7
4.15,-5.51,-107.27
2.92,-0.94,-28.85
4.38,-4.96,-101.13
5.16,-2.02,-65.44
5.93,4.28,110.1
4.6,-0.07,-35.83
6.02,-1.35,-68.4
5.38,9.27,220.5
4.11,3.65,66.17
4.73,-5.67,-122.25
6.34,9.45,255.61
4.63,-8.41,-184.05
5.86,-7.12,-182.66
5.15,-0.58,-46.84
4.68,-5.3,-113.66
4.21,-7.87,-159.98
5.15,-1.98,-64.88
3.09,-0.17,-24.57
4.31,0.69,31.03
4.18,0.87,31.48
6.41,-4.11,-124.58
5.8,3.84,99.02
4.46,-7.42,-155.18
4.48,-5.35,-110.53
5.54,3.63,90.12
6.29,-2.52,-91.61
6.52,4.27,122.3
4.47,0.39,29.55
6.32,1.05,60.32
5.64,-7.91,-197.54
6.1,0.5,49.62
5.91,-4.11,-114.49
5.43,6.52,148.82
5.69,0.97,50.35
3.92,0.6,26.44
4.81,-5.66,-123.62
3.34,0.45,20.35
6.21,0.42,50.0
4.58,-1.52,-51.18
4.85,-2.16,-63.18
4.02,-5.17,-98.57
3.35,9.35,167.39
4.27,7.25,138.69
5.09,2.57,64.68
4.66,2.02,50.65
7.15,1.17,75.17
5.29,-4.63,-112.33
4.97,9.06,202.7
5.04,4.29,93.03
3.91,-4.34,-82.06
5.34,-4.15,-103.98
6.37,-4.06,-122.65
4.12,-2.94,-63.91
2.61,-6.71,-100.96
4.29,-3.7,-77.83
3.61,1.73,34.51
4.92,0.72,37.75
3.88,0.87,28.59
7.08,-8.64,-261.07
3.1,-7.05,-116.96
3.09,-0.78,-29.01
6.0,7.12,178.03
6.48,-1.16,-72.41
3.61,-2.26,-48.46
3.72,8.2,148.09
5.9,-1.97,-75.8
3.5,4.19,65.22
6.49,5.85,158.2
5.76,0.71,47.94
3.92,-0.32,-31.98
5.38,4.23,98.33
5.35,-2.24,-71.55
7.22,4.29,138.55
6.69,8.58,239.11
6.03,1.96,69.92
4.39,-0.6,-38.99
6.08,4.22,112.13
5.88,-3.81,-107.85
5.99,-5.14,-137.72
4.51,-3.4,-76.56
5.5,-5.96,-145.22
5.76,-0.72,-55.89
5.69,4.68,113.57
4.75,-5.63,-121.55
5.5,-0.4,-48.79
5.52,-3.78,-100.47
4.86,-7.81,-174.5
5.14,3.37,78.38
4.3,12.17,277.48
3.97,-2.68,-58.18
3.49,4.52,70.18
4.31,3.6,68.54
4.23,3.05,59.11
5.12,-3.64,-90.8
6.77,-10.5,-312.28
6.67,0.2,53.09
6.79,-3.08,-111.41
5.33,8.13,187.17
5.79,-6.08,-154.87
4.04,-1.77,-47.78
5.14,6.0,129.95
5.19,3.48,81.14
3.51,-3.6,-64.55
5.62,6.83,160.98
4.46,-3.59,-78.91
5.06,-6.37,-144.68
3.67,-0.57,-31.96
4.78,-8.34,-186.18
6.38,5.54,148.04
3.08,-6.31,-102.13
4.74,3.22,69.34
3.2,-4.07,-66.92
5.07,7.58,165.97
5.86,1.23,56.28
3.71,-0.95,-35.72
5.85,-3.95,-110.09
5.58,1.06,50.04
3.91,7.35,132.77
6.43,-3.81,-118.83
4.88,-4.97,-111.06
3.42,0.38,20.49
3.75,1.12,29.72
6.68,-0.74,-68.97
7.46,-0.67,-80.17
2.06,0.65,13.37
4.04,-0.39,-33.6
5.01,4.22,91.22
5.82,-0.5,-53.88
4.55,0.7,33.55
4.09,3.64,65.87
5.51,-4.33,-110.81
5.6,-1.6,-65.87
5.25,2.11,60.17
4.24,4.63,84.82
4.74,-1.97,-59.14
4.65,0.37,31.16
4.31,1.98,45.58
3.89,-0.6,-34.19
5.38,0.34,38.67
5.62,0.69,45.86
5.12,-1.3,-55.13
7.59,4.98,164.21
5.02,-0.63,-45.88
6.59,9.8,274.77
4.59,-5.1,-108.01
6.73,-4.48,-139.56
5.74,-5.27,-135.28
4.78,-0.35,-40.27
3.44,6.28,100.58
3.72,6.29,106.29
4.85,3.3,72.41
4.62,0.2,29.21
5.89,-4.71,-126.34
3.56,-8.96,-170.52
5.44,-3.87,-100.74
7.28,1.58,84.58
5.16,-0.92,-50.89
4.6,0.26,29.58
4.68,3.85,78.87
5.1,3.5,79.97
6.89,3.23,108.26
4.45,-1.12,-45.03
5.01,0.68,38.39
5.31,1.16,47.84
5.58,5.51,129.07
6.56,7.41,201.26
5.65,-3.89,-105.03
7.18,-1.62,-91.53
6.04,1.58,64.08
4.64,0.48,32.18
4.8,8.31,177.98
5.95,7.49,186.66
4.34,0.5,29.4
5.35,2.55,68.46
5.7,-7.68,-192.86
6.46,-2.15,-88.05
2.59,0.34,14.55
3.32,-1.61,-38.29
4.61,-8.91,-196.76
6.13,1.15,59.1
6.5,-2.12,-88.37
5.8,-8.74,-225.5
4.55,10.55,234.03
5.45,3.51,86.31
6.24,-0.56,-60.23
7.21,-6.14,-192.14
3.96,1.76,38.79
4.88,-4.06,-94.06
4.5,-1.96,-55.7
5.25,0.4,37.91
5.35,5.59,125.51
6.82,-0.7,-70.63
5.02,-4.64,-107.31
4.88,-3.08,-77.34
4.94,3.19,72.12
4.53,0.95,35.97
5.97,-7.16,-186.55
5.82,-1.83,-72.49
4.87,7.17,150.77
4.21,-5.77,-113.7
5.27,3.82,88.73
2.97,-6.26,-99.3
3.99,0.93,30.19
5.28,6.44,143.24
6.7,-1.26,-77.33
2.61,-0.37,-22.91
5.24,-12.58,-331.61
6.09,1.38,61.82
5.58,0.7,45.36
6.23,5.74,149.17
4.13,-3.39,-70.51
3.87,1.42,34.02
5.85,-4.51,-121.35
3.08,0.16,16.5
5.05,-4.87,-112.36
5.98,-4.03,-114.17
6.36,-3.44,-110.07
3.36,0.08,17.8
4.86,-6.16,-135.34
5.0,2.51,62.33
6.25,5.25,138.3
6.66,0.23,53.41
3.5,0.83,24.76
4.2,-0.09,-32.43
6.02,3.78,102.05
6.5,2.55,87.82
5.52,3.94,95.55
4.82,-2.07,-61.48
5.98,-0.1,-50.96
5.2,-2.41,-71.83
5.56,0.52,42.94
5.83,-2.12,-77.27
5.74,9.73,245.21
3.52,4.62,72.3
4.56,5.19,101.18
4.44,5.78,110.37
6.05,5.89,148.74
5.21,-2.69,-76.41
3.48,-5.32,-91.47
6.45,-1.29,-73.97
5.58,9.35,228.86
5.71,5.99,143.1
4.31,7.5,145.41
4.34,4.41,82.57
5.37,-2.89,-82.23
4.99,-1.41,-54.97
5.24,1.81,55.72
5.12,-4.79,-112.18
4.31,-10.68,-238.67
5.58,1.77,60.04
4.25,-7.31,-147.63
6.14,-3.34,-103.98
4.63,-4.08,-89.88
3.97,1.22,32.96
4.42,5.42,102.84
5.03,-2.28,-67.39
4.86,0.24,32.08
3.15,1.68,29.31
5.41,4.5,104.14
4.4,1.7,43.26
5.94,-12.27,-345.68
4.8,-2.84,-72.38
4.06,5.1,89.91
5.69,5.11,122.65
5.98,4.53,116.47
4.27,1.91,44.21
6.76,-4.01,-129.87
5.4,-3.9,-100.36
4.29,-1.97,-53.13
4.17,-2.47,-58.08
6.19,-7.95,-213.89
4.03,2.79,52.53
3.86,-0.3,-31.28
5.27,0.77,42.55
5.06,0.83,40.6
3.66,-0.47,-31.12
5.32,-5.08,-122.15
5.63,-8.98,-227.26
6.15,-7.5,-200.16
5.61,6.33,148.58
5.65,0.22,40.46
6.39,1.18,63.33
4.37,1.96,46.07
4.39,2.26,50.31
5.33,5.68,127.29
5.8,5.59,135.61
4.61,-0.22,-37.37
5.08,4.06,89.54
4.97,-4.01,-94.7
4.45,2.09,48.77
5.66,-0.42,-51.07
4.42,-1.6,-50.26
5.14,3.69,84.08
6.13,3.93,107.25
4.59,5.39,105.57
5.33,-3.33,-89.14
4.32,-1.01,-42.44
3.18,-1.01,-31.54
3.0,0.59,18.91
4.93,-5.39,-120.67
4.51,2.21,51.18
4.23,-0.1,-32.77
5.22,9.77,230.68
5.24,3.3,78.78
5.77,4.25,106.39
3.41,0.42,20.61
3.92,-5.12,-95.71
5.63,3.72,93.3
6.55,6.19,168.36
4.9,-1.23,-51.66
4.91,-6.42,-142.49
5.33,-3.31,-88.73
5.58,-2.94,-86.73
5.68,3.79,95.72
6.2,-7.93,-213.66
5.35,-1.94,-67.23
4.02,-5.05,-96.23
3.7,1.66,34.71
3.8,-1.61,-43.35
4.08,-0.21,-32.36
5.79,7.11,172.37
6.95,3.16,108.2
3.73,2.47,44.43
3.15,-1.92,-39.7
4.5,3.63,72.06
3.59,-14.16,-328.75
5.99,-0.26,-52.99
5.88,1.41,59.28
4.15,0.42,26.82
4.49,6.48,126.33
5.54,6.78,157.96
4.92,-4.21,-97.32
6.36,-0.36,-59.2
4.47,-0.16,-35.46
3.94,8.72,166.33
4.99,4.33,92.84
6.12,1.5,64.03
5.25,-2.35,-71.79
5.62,2.82,77.27
4.19,-4.48,-89.18
2.94,4.02,54.37
5.94,7.94,198.65
4.93,-1.24,-52.04
5.59,-0.03,-45.61
4.07,3.12,57.77
4.77,8.33,177.65
5.67,11.64,305.42
5.73,3.69,94.73
6.26,0.5,51.72
3.86,2.71,49.26
4.27,7.87,153.45
4.76,-8.65,-193.8
6.24,-9.29,-255.22
6.05,3.4,95.23
4.14,0.12,24.14
5.88,2.38,74.28
4.57,2.44,55.19
5.66,-2.12,-74.53
4.93,2.96,68.29
5.24,14.29,387.5
5.06,-1.07,-51.51
4.29,3.84,71.98
3.42,-3.09,-56.37
4.81,-1.8,-57.62
4.99,4.88,103.46
4.4,4.56,86.2
4.97,-5.43,-121.98
6.13,-4.08,-118.21
5.3,3.87,90.15
4.1,-1.73,-48.05
4.55,0.74,34.04
5.25,-0.54,-47.52
3.69,0.3,21.92
5.02,-3.68,-89.57
3.32,-5.08,-84.67
4.42,2.58,55.09
3.9,0.15,22.39
4.86,3.72,79.65
6.33,-7.56,-206.7
5.87,1.95,67.12
5.24,4.32,97.4
5.25,-4.33,-105.88
2.64,4.78,61.08
6.77,2.48,91.61
4.61,2.18,52.05
4.9,-6.29,-139.24
3.79,2.13,41.11
6.65,2.17,83.79
6.6,10.1,284.86
5.16,-1.98,-65.0
4.76,0.51,33.79
6.96,11.04,329.81
2.55,9.06,140.75
4.97,-4.97,-112.94
3.85,-0.71,-34.79
5.18,0.49,38.16
3.35,-2.07,-43.4
7.67,-7.0,-229.37
4.91,6.81,143.45
7.42,1.7,89.32
4.42,5.57,105.78
5.5,-5.76,-140.73
4.77,-4.33,-96.93
4.77,0.67,35.6
3.41,-4.42,-75.31
4.44,1.72,43.94
3.73,-0.13,-28.9
5.32,-2.98,-82.86
3.97,-0.13,-30.85
6.08,-2.05,-80.22
5.18,4.39,97.61
6.91,-2.89,-110.21
4.3,-0.43,-36.36
5.17,-0.65,-47.86
3.6,-6.07,-107.63
4.94,4.47,94.63
4.72,7.48,154.9
5.67,-3.9,-105.65
4.08,-5.35,-102.98
3.82,-3.66,-69.88
5.12,-0.08,-41.05
5.07,-2.61,-73.12
5.98,2.75,82.22
6.05,0.69,51.49
3.54,-4.25,-74.7
4.96,1.66,49.83
6.13,-7.55,-201.2
6.33,4.17,116.34
4.0,1.7,38.48
4.24,-4.51,-90.53
4.68,-4.46,-97.54
3.37,-0.47,-28.78
4.34,2.08,47.19
4.5,1.16,38.1
5.35,-3.85,-98.7
5.27,-5.06,-120.8
5.33,-3.75,-96.3
4.55,1.95,48.22
5.56,-4.3,-111.2
7.82,8.79,281.87
3.42,0.81,23.96
3.77,3.94,65.55
7.28,3.88,130.61
3.28,-2.4,-46.29
6.85,8.3,235.45
5.2,-7.73,-181.07
4.09,-1.16,-41.62
5.46,-2.61,-79.09
4.94,3.02,69.29
4.49,0.45,30.34
4.93,1.27,44.46
3.72,-2.86,-57.36
4.02,0.66,27.84
6.01,3.49,96.34
7.83,-1.52,-101.32
4.2,-4.41,-88.1
4.96,-0.49,-43.8
6.35,-6.35,-175.16
6.94,-4.67,-148.65
2.81,4.07,53.31
4.76,-2.39,-65.09
5.63,3.8,95.0
6.75,4.69,136.84
5.1,-1.53,-57.9
5.53,5.27,122.66
5.94,-3.19,-97.28
6.97,0.87,67.4
4.98,6.64,140.88
6.04,1.16,57.9
5.08,2.92,69.98
3.91,3.76,64.88
4.7,1.19,40.65
4.68,-0.87,-44.78
4.44,-7.49,-156.39
4.69,-1.0,-46.32
3.9,-3.92,-75.13
4.63,3.34,69.47
5.16,-1.23,-54.77
5.98,2.25,73.72
4.26,-5.53,-109.9
3.99,2.47,47.7
5.2,4.97,109.43
5.35,-2.53,-76.05
5.21,-9.42,-227.81
